SecrutyID;Horario;TipoOferta;Preço;Quantidade
3809654;20140610-13:27:53.461;1;8.22;100
3809654;20140610-13:27:53.461;1;0;0
3809654;20140610-13:27:53.476;1;0;0
3809654;20140610-13:27:53.477;1;0;0
3809654;20140610-13:27:53.574;0;0;0
3809654;20140610-13:27:53.575;0;0;0
3809654;20140610-13:27:53.622;1;8.27;4900
3809654;20140610-13:27:53.623;1;8.29;3300
3809688;20140610-13:27:53.668;1;0;0
3809688;20140610-13:27:53.669;0;29.37;2000
3809688;20140610-13:27:53.670;0;29.38;300
3809688;20140610-13:27:53.693;1;29.39;5000
3809688;20140610-13:27:53.698;0;0;0
3809688;20140610-13:27:53.712;0;29.37;800
3809688;20140610-13:27:53.718;0;29.33;600
3809654;20140610-13:27:53.720;0;8.15;5700
3809654;20140610-13:27:53.722;0;8.13;2600
3809688;20140610-13:27:53.728;0;29.38;900
3809688;20140610-13:27:53.768;1;29.39;2800
3809654;20140610-13:27:53.837;0;0;0
3809654;20140610-13:27:53.837;1;8.24;1000
3809688;20140610-13:27:53.869;1;29.52;2000
3809688;20140610-13:27:53.994;0;0;0
3809654;20140610-13:27:54.024;1;8.22;200
3809688;20140610-13:27:54.061;0;29.33;500
3809654;20140610-13:27:54.084;1;0;0
3809688;20140610-13:27:54.087;0;29.35;100
3809654;20140610-13:27:54.208;1;8.22;100
3809688;20140610-13:27:54.232;0;29.38;300
3809654;20140610-13:27:54.363;0;0;0
3809654;20140610-13:27:54.363;1;8.25;1000
3809654;20140610-13:27:54.530;1;0;0
3809654;20140610-13:27:54.719;0;8.2;800
3809654;20140610-13:27:54.720;1;8.22;100
3809654;20140610-13:27:54.720;0;8.2;100
3809654;20140610-13:27:54.721;1;0;0
3809654;20140610-13:27:54.721;0;0;0
3809654;20140610-13:27:54.722;0;8.2;100
3809654;20140610-13:27:54.722;0;0;0
3809654;20140610-13:27:54.725;0;0;0
3809688;20140610-13:27:54.789;0;0;0
3809688;20140610-13:27:54.800;1;29.39;1500
3809688;20140610-13:27:54.807;0;29.37;900
3809688;20140610-13:27:54.807;0;0;0
3809688;20140610-13:27:54.809;1;29.39;1400
3809688;20140610-13:27:54.815;1;29.39;1300
3809688;20140610-13:27:54.818;0;29.36;800
3809688;20140610-13:27:54.991;0;29.36;2000
3809688;20140610-13:27:55.185;0;29.32;1000
3809688;20140610-13:27:55.193;0;29.33;100
3809688;20140610-13:27:55.234;1;29.49;2000
3803947;20140610-13:27:56.371;1;17.04;100
3809654;20140610-13:27:56.634;0;8.12;10000
3809654;20140610-13:27:57.324;1;8.23;7500
3809654;20140610-13:27:58.529;1;8.22;600
3809654;20140610-13:27:58.530;0;8.2;100
3809654;20140610-13:27:58.530;1;8.22;100
3809654;20140610-13:27:58.555;0;8.19;100
3809654;20140610-13:27:59.156;0;0;0
3809779;20140610-13:27:59.661;1;0;0
3809688;20140610-13:28:00.155;0;29.38;300
3809688;20140610-13:28:00.161;1;0;0
3809688;20140610-13:28:00.161;0;0;0
3809688;20140610-13:28:00.470;0;29.38;400
3803947;20140610-13:28:00.476;0;17.03;100
3809654;20140610-13:28:00.482;0;8.21;100
3809654;20140610-13:28:00.483;0;0;0
3809654;20140610-13:28:00.483;1;0;0
3809654;20140610-13:28:00.484;0;8.251;100
3809654;20140610-13:28:00.484;0;0;0
3809654;20140610-13:28:00.485;0;8.2;100
3809654;20140610-13:28:00.485;1;0;0
3809654;20140610-13:28:00.486;0;8.2;600
3809654;20140610-13:28:00.486;0;0;0
3803947;20140610-13:28:00.495;0;16.99;200
3803947;20140610-13:28:00.516;0;0;0
3809688;20140610-13:28:00.673;0;0;0
3803947;20140610-13:28:00.675;0;0;0
3803947;20140610-13:28:00.761;0;17.02;100
3803947;20140610-13:28:00.999;0;0;0
3803947;20140610-13:28:01.021;0;17.03;400
3809688;20140610-13:28:01.287;1;29.39;1100
3809688;20140610-13:28:01.388;0;0;0
3809688;20140610-13:28:01.397;0;29.33;100
3809688;20140610-13:28:01.744;1;29.39;5000
3809688;20140610-13:28:01.745;1;29.39;4500
3809688;20140610-13:28:01.755;0;0;0
3809654;20140610-13:28:04.172;1;8.22;1000
3809654;20140610-13:28:04.179;0;8.15;1800
3809654;20140610-13:28:04.261;0;8.2;100
3809654;20140610-13:28:04.261;0;0;0
3809654;20140610-13:28:04.262;0;8.2;100
3809654;20140610-13:28:04.262;0;0;0
3809654;20140610-13:28:04.264;0;8.2;100
3809654;20140610-13:28:04.355;0;8.19;100
3809654;20140610-13:28:04.426;1;8.22;100
3809688;20140610-13:28:05.433;1;29.39;4400
3803947;20140610-13:28:05.884;1;17.05;100
3809688;20140610-13:28:06.267;0;29.33;600
3809688;20140610-13:28:06.355;0;29.34;100
3809654;20140610-13:28:06.505;0;8.21;16000
3809654;20140610-13:28:06.506;0;0;0
3809654;20140610-13:28:06.507;0;0;0
3809654;20140610-13:28:06.530;0;8.21;1000
3809654;20140610-13:28:06.748;1;0;0
3809654;20140610-13:28:06.750;1;0;0
3809654;20140610-13:28:06.815;1;0;0
3809654;20140610-13:28:06.816;1;0;0
3809654;20140610-13:28:06.817;1;0;0
3809654;20140610-13:28:07.025;0;8.21;9800
3809654;20140610-13:28:07.216;0;8.21;3500
3809654;20140610-13:28:07.218;0;0;0
3809654;20140610-13:28:07.218;1;8.22;400
3809688;20140610-13:28:08.156;0;0;0
3809688;20140610-13:28:09.033;0;29.35;1000
3803947;20140610-13:28:10.155;1;0;0
3803947;20140610-13:28:11.516;1;17.05;100
3803947;20140610-13:28:11.555;1;17.06;100
3809688;20140610-13:28:11.680;B;12880008;630
3809654;20140610-13:28:11.711;B;1925297;294
3803947;20140610-13:28:12.155;1;0;0
3809688;20140610-13:28:12.224;0;29.38;400
3803947;20140610-13:28:12.229;0;17.03;100
3809688;20140610-13:28:12.306;0;0;0
3803947;20140610-13:28:12.307;0;0;0
3803947;20140610-13:28:12.604;0;0;0
3803947;20140610-13:28:12.605;1;17.06;100
3805660;20140610-13:28:13.661;0;2.38;3000
3803947;20140610-13:28:15.156;1;0;0
3803947;20140610-13:28:15.157;1;17.06;100
3809779;20140610-13:28:15.158;1;0;0
3809779;20140610-13:28:15.159;1;7.4;100
3803947;20140610-13:28:17.155;1;0;0
3809654;20140610-13:28:17.177;1;8.22;400
3809654;20140610-13:28:18.434;1;0;0
3809688;20140610-13:28:18.477;0;29.38;400
3803947;20140610-13:28:18.482;0;17.03;100
3809688;20140610-13:28:18.555;0;29.34;100
3803947;20140610-13:28:18.577;0;0;0
3809688;20140610-13:28:18.577;0;0;0
3809688;20140610-13:28:19.156;0;0;0
3809688;20140610-13:28:21.760;1;29.39;4000
3809688;20140610-13:28:21.762;0;29.34;100
3809654;20140610-13:28:23.595;1;0;0
3809654;20140610-13:28:23.702;1;8.22;300
3809688;20140610-13:28:27.300;1;29.39;100
3809779;20140610-13:28:27.385;1;7.4;100
3803947;20140610-13:28:28.015;0;17.01;600
3803947;20140610-13:28:28.017;1;17.06;100
3809688;20140610-13:28:28.156;0;0;0
3803947;20140610-13:28:28.325;0;0;0
3803947;20140610-13:28:28.330;0;16.98;400
3803947;20140610-13:28:28.356;0;17.02;400
3803947;20140610-13:28:28.361;0;17.02;100
3809688;20140610-13:28:28.410;1;0;0
3809688;20140610-13:28:28.411;0;29.34;100
3809688;20140610-13:28:29.005;1;29.39;300
3809688;20140610-13:28:29.005;0;29.28;300
3809688;20140610-13:28:29.006;0;0;0
3809688;20140610-13:28:29.007;0;0;0
3809688;20140610-13:28:29.007;1;29.48;2000
3809688;20140610-13:28:29.009;0;0;0
3809688;20140610-13:28:29.010;0;29.48;300
3809688;20140610-13:28:29.012;0;0;0
3809688;20140610-13:28:29.012;1;29.39;200
3809688;20140610-13:28:29.018;0;29.27;300
3809688;20140610-13:28:29.020;1;29.47;2000
3809688;20140610-13:28:29.021;0;0;0
3809688;20140610-13:28:29.022;1;29.39;300
3809688;20140610-13:28:29.024;0;29.37;100
3809688;20140610-13:28:29.031;0;29.38;800
3809688;20140610-13:28:29.032;0;29.48;800
3809688;20140610-13:28:29.035;0;29.37;100
3809688;20140610-13:28:29.035;0;29.34;800
3809688;20140610-13:28:29.036;0;0;0
3809688;20140610-13:28:29.039;0;29.37;100
3809688;20140610-13:28:29.046;1;29.42;300
3809688;20140610-13:28:29.187;0;29.35;2500
3809688;20140610-13:28:29.206;0;29.34;2000
3809688;20140610-13:28:29.264;0;0;0
3803947;20140610-13:28:29.337;0;0;0
3809688;20140610-13:28:29.384;0;0;0
3809688;20140610-13:28:29.395;0;0;0
3809688;20140610-13:28:29.399;1;0;0
3809688;20140610-13:28:29.407;0;29.32;2000
3809688;20140610-13:28:29.604;0;0;0
3809688;20140610-13:28:29.605;1;29.43;100
3809688;20140610-13:28:29.612;0;29.36;200
3809688;20140610-13:28:30.046;0;0;0
3809688;20140610-13:28:30.654;0;29.37;4700
3803947;20140610-13:28:31.550;1;17.07;100
3809688;20140610-13:28:33.108;1;0;0
3809688;20140610-13:28:33.243;1;29.39;100
3809688;20140610-13:28:33.309;1;29.47;2000
3809688;20140610-13:28:34.360;1;0;0
3809654;20140610-13:28:35.021;1;8.22;1000
3809654;20140610-13:28:35.159;1;0;0
3803947;20140610-13:28:35.261;1;17.06;100
3803947;20140610-13:28:35.479;0;17.02;600
3803947;20140610-13:28:35.492;0;0;0
3803947;20140610-13:28:35.616;0;0;0
3803947;20140610-13:28:35.754;0;17.03;400
3803947;20140610-13:28:36.055;1;17.04;400
3803947;20140610-13:28:36.155;1;0;0
3803947;20140610-13:28:36.157;1;17.06;100
3805660;20140610-13:28:36.196;0;2.47;100
3809688;20140610-13:28:36.199;0;29.38;300
3809688;20140610-13:28:36.200;1;0;0
3803947;20140610-13:28:36.200;0;17.03;100
3809654;20140610-13:28:36.206;0;8.21;100
3803947;20140610-13:28:36.316;0;17.03;100
3809688;20140610-13:28:36.318;0;29.38;400
3809654;20140610-13:28:36.321;0;8.21;200
3803947;20140610-13:28:36.345;0;0;0
3803947;20140610-13:28:36.345;0;0;0
3805660;20140610-13:28:36.355;0;0;0
3803947;20140610-13:28:36.499;1;17.04;300
3805660;20140610-13:28:36.519;0;2.46;5000
3809688;20140610-13:28:36.855;0;29.37;300
3809688;20140610-13:28:36.981;0;29.37;1000
3809688;20140610-13:28:37.156;1;0;0
3809654;20140610-13:28:38.528;0;8.2;1000
3809654;20140610-13:28:38.555;1;8.24;100
3805660;20140610-13:28:38.605;0;2.38;100
3809688;20140610-13:28:41.194;1;29.39;4600
3809688;20140610-13:28:41.196;0;29.34;100
3809688;20140610-13:28:41.208;0;29.38;700
3809688;20140610-13:28:41.214;1;29.4;5000
3803947;20140610-13:28:41.319;0;17.02;1000
3803947;20140610-13:28:41.355;0;17;100
3809688;20140610-13:28:41.451;1;29.39;200
3809688;20140610-13:28:41.729;1;29.39;3000
3809688;20140610-13:28:41.816;1;0;0
3809688;20140610-13:28:41.823;1;29.39;300
3809688;20140610-13:28:41.835;1;29.39;300
3809688;20140610-13:28:41.837;B;13103349;642
3809654;20140610-13:28:41.900;B;1926941;296
3803947;20140610-13:28:42.155;0;0;0
3809688;20140610-13:28:43.695;0;0;0
3809688;20140610-13:28:43.695;0;29.32;1000
3803947;20140610-13:28:44.566;1;17.05;100
3809688;20140610-13:28:46.671;1;29.39;300
3803947;20140610-13:28:47.241;1;17.05;100
3809654;20140610-13:28:50.796;0;8.18;1000
3809688;20140610-13:28:51.107;1;0;0
3809654;20140610-13:28:51.429;0;8.248;3500
3809688;20140610-13:28:53.969;1;29.39;1300
3809688;20140610-13:28:54.156;0;0;0
3809654;20140610-13:28:54.385;0;8.21;1200
3809654;20140610-13:28:55.689;0;8.19;300
3809654;20140610-13:28:55.691;0;0;0
3809654;20140610-13:28:55.691;1;8.22;100
3809654;20140610-13:28:55.691;0;8.19;100
3809654;20140610-13:28:55.691;1;0;0
3809654;20140610-13:28:55.692;0;0;0
3809654;20140610-13:28:55.692;0;8.19;600
3809654;20140610-13:28:55.692;1;8.22;100
3809654;20140610-13:28:55.693;1;0;0
3809654;20140610-13:28:55.740;0;8.18;100
3809654;20140610-13:28:55.755;0;8.18;100
3809654;20140610-13:28:55.846;0;8.18;9300
3809779;20140610-13:28:55.847;0;7.426;300
3809654;20140610-13:28:55.848;0;8.18;100
3809654;20140610-13:28:55.848;0;8.19;700
3809654;20140610-13:28:55.848;0;8.18;600
3809779;20140610-13:28:55.849;0;0;0
3809779;20140610-13:28:55.849;1;7.38;800
3809654;20140610-13:28:55.850;0;0;0
3809779;20140610-13:28:55.850;0;7.36;100
3809779;20140610-13:28:55.851;0;7.36;100
3809779;20140610-13:28:55.851;1;7.38;200
3809779;20140610-13:28:55.851;1;0;0
3809779;20140610-13:28:55.861;1;7.39;100
3809779;20140610-13:28:55.861;0;7.37;100
3809779;20140610-13:28:55.861;1;0;0
3809779;20140610-13:28:55.861;0;0;0
3809779;20140610-13:28:55.872;1;0;0
3809779;20140610-13:28:55.872;1;7.41;500
3809654;20140610-13:28:55.878;1;0;0
3809654;20140610-13:28:55.879;0;0;0
3809654;20140610-13:28:55.881;0;0;0
3809779;20140610-13:28:55.901;1;0;0
3809779;20140610-13:28:55.901;1;0;0
3809779;20140610-13:28:55.901;0;0;0
3809779;20140610-13:28:55.901;0;0;0
3809779;20140610-13:28:55.903;1;7.46;500
3809779;20140610-13:28:55.903;1;7.44;600
3809779;20140610-13:28:55.904;0;7.33;600
3809779;20140610-13:28:55.904;0;7.3;500
3809654;20140610-13:28:55.931;1;8.21;100
3809654;20140610-13:28:55.931;1;0;0
3809779;20140610-13:28:55.931;1;7.38;100
3809779;20140610-13:28:55.931;1;0;0
3809654;20140610-13:28:55.932;1;8.21;500
3809779;20140610-13:28:55.933;0;7.36;100
3809779;20140610-13:28:55.933;0;0;0
3809654;20140610-13:28:55.934;1;8.21;300
3809654;20140610-13:28:55.961;1;8.22;100
3809654;20140610-13:28:55.970;1;8.22;2600
3809654;20140610-13:28:56.022;0;8.14;13700
3809654;20140610-13:28:56.024;1;8.29;11200
3809779;20140610-13:28:56.073;0;0;0
3809779;20140610-13:28:56.075;1;0;0
3809779;20140610-13:28:56.076;0;0;0
3809779;20140610-13:28:56.077;1;0;0
3809779;20140610-13:28:56.078;0;0;0
3809779;20140610-13:28:56.079;0;0;0
3809779;20140610-13:28:56.080;0;0;0
3809779;20140610-13:28:56.136;1;0;0
3809654;20140610-13:28:56.156;0;0;0
3809779;20140610-13:28:56.221;1;7.44;800
3809779;20140610-13:28:56.223;0;7.31;700
3809654;20140610-13:28:56.299;0;8.19;200
3809779;20140610-13:28:56.322;0;7.31;500
3809779;20140610-13:28:56.323;0;7.29;200
3803947;20140610-13:28:56.364;1;17.04;100
3809654;20140610-13:28:56.698;0;0;0
3809654;20140610-13:28:56.698;1;0;0
3809654;20140610-13:28:56.698;0;8.12;800
3809654;20140610-13:28:56.699;1;8.24;1000
3809654;20140610-13:28:57.497;0;8.19;600
3809654;20140610-13:28:57.498;0;8.19;100
3809779;20140610-13:28:57.499;1;7.38;800
3809779;20140610-13:28:57.500;0;7.36;100
3809654;20140610-13:28:57.557;0;8.18;8200
3809654;20140610-13:28:57.559;0;8.19;700
3809654;20140610-13:28:57.559;0;8.17;100
3809654;20140610-13:28:57.560;0;8.18;600
3809654;20140610-13:28:57.561;1;8.21;400
3809654;20140610-13:28:57.561;0;0;0
3809654;20140610-13:28:57.561;0;0;0
3809654;20140610-13:28:57.562;1;8.21;200
3809654;20140610-13:28:57.775;0;0;0
3809654;20140610-13:28:57.776;1;0;0
3809654;20140610-13:28:57.776;1;0;0
3809654;20140610-13:28:57.777;0;0;0
3809654;20140610-13:28:58.086;1;0;0
3809654;20140610-13:28:58.208;1;8.21;100
3809688;20140610-13:29:00.016;1;29.38;100
3809688;20140610-13:29:00.017;1;29.43;100
3809688;20140610-13:29:00.041;0;0;0
3809688;20140610-13:29:00.046;0;29.37;300
3809688;20140610-13:29:00.051;0;29.37;700
3809688;20140610-13:29:00.150;0;29.38;300
3809688;20140610-13:29:00.156;1;0;0
3809688;20140610-13:29:00.160;0;29.38;300
3809688;20140610-13:29:01.258;1;29.39;2600
3803947;20140610-13:29:01.291;1;17.04;200
3809654;20140610-13:29:01.292;1;8.21;400
3809654;20140610-13:29:01.295;0;8.19;600
3809688;20140610-13:29:01.355;0;29.34;100
3803947;20140610-13:29:01.481;1;0;0
3803947;20140610-13:29:01.604;1;17.11;100
3809654;20140610-13:29:01.609;1;8.19;9400
3809654;20140610-13:29:01.610;1;0;0
3809654;20140610-13:29:01.610;0;8.18;100
3809654;20140610-13:29:01.611;1;8.19;8400
3809654;20140610-13:29:01.611;1;8.19;6900
3809654;20140610-13:29:01.611;1;8.2;500
3809779;20140610-13:29:01.611;1;7.38;1600
3809779;20140610-13:29:01.612;1;7.37;3200
3809654;20140610-13:29:01.612;0;8.18;600
3809654;20140610-13:29:01.612;1;0;0
3809654;20140610-13:29:01.614;1;8.243;6900
3809779;20140610-13:29:01.614;0;0;0
3809779;20140610-13:29:01.615;1;0;0
3809654;20140610-13:29:01.616;0;8.19;700
3809779;20140610-13:29:01.616;1;0;0
3809654;20140610-13:29:01.617;0;0;0
3809654;20140610-13:29:01.617;0;8.18;500
3809654;20140610-13:29:01.617;0;8.1;800
3809779;20140610-13:29:01.618;1;7.38;100
3809779;20140610-13:29:01.620;1;7.38;500
3809654;20140610-13:29:01.620;0;0;0
3809654;20140610-13:29:01.627;1;0;0
3809779;20140610-13:29:01.632;1;0;0
3809779;20140610-13:29:01.632;1;7.4;500
3809779;20140610-13:29:01.661;0;0;0
3809779;20140610-13:29:01.662;1;7.38;100
3809779;20140610-13:29:01.662;1;0;0
3809779;20140610-13:29:01.663;0;7.36;100
3809779;20140610-13:29:01.663;0;0;0
3809779;20140610-13:29:01.663;1;7.38;100
3809779;20140610-13:29:01.663;1;0;0
3809654;20140610-13:29:01.702;1;0;0
3809654;20140610-13:29:01.702;1;0;0
3809654;20140610-13:29:01.702;0;0;0
3809654;20140610-13:29:01.702;0;0;0
3809654;20140610-13:29:01.703;1;8.29;7700
3809654;20140610-13:29:01.704;1;8.27;8500
3809654;20140610-13:29:01.704;0;8.15;8500
3809654;20140610-13:29:01.705;0;8.13;9200
3809654;20140610-13:29:01.736;1;8.243;500
3809654;20140610-13:29:01.737;0;8.17;500
3809688;20140610-13:29:01.738;1;29.39;2000
3809779;20140610-13:29:01.738;1;0;0
3809654;20140610-13:29:01.774;1;0;0
3809654;20140610-13:29:01.780;1;0;0
3809654;20140610-13:29:01.926;1;8.28;4300
3809654;20140610-13:29:01.927;1;8.26;7700
3809779;20140610-13:29:02.010;0;7.36;100
3803947;20140610-13:29:02.155;1;0;0
3803947;20140610-13:29:02.420;0;17.03;300
3809654;20140610-13:29:02.421;0;8.19;600
3809688;20140610-13:29:02.422;0;29.478;300
3809688;20140610-13:29:02.444;0;29.37;300
3809688;20140610-13:29:02.446;0;29.37;100
3809654;20140610-13:29:02.448;1;8.24;21400
3809654;20140610-13:29:02.455;1;8.21;900
3809654;20140610-13:29:02.457;1;8.2;700
3809654;20140610-13:29:02.458;1;8.2;500
3809779;20140610-13:29:02.459;1;7.38;700
3809779;20140610-13:29:02.604;0;0;0
3809654;20140610-13:29:03.420;1;8.22;2500
3809654;20140610-13:29:04.088;1;0;0
3809654;20140610-13:29:04.091;0;8.19;500
3809688;20140610-13:29:05.414;1;29.41;1300
3809654;20140610-13:29:06.371;1;8.19;19500
3809654;20140610-13:29:06.372;1;8.19;500
3809654;20140610-13:29:06.372;0;8.16;500
3809654;20140610-13:29:06.372;1;8.19;19200
3809654;20140610-13:29:06.373;1;0;0
3809779;20140610-13:29:06.373;1;7.38;1600
3809779;20140610-13:29:06.374;1;7.37;3200
3809654;20140610-13:29:06.374;0;8.18;400
3809779;20140610-13:29:06.375;0;0;0
3809779;20140610-13:29:06.378;1;0;0
3809654;20140610-13:29:06.381;0;8.18;300
3809779;20140610-13:29:06.461;1;7.38;100
3809779;20140610-13:29:06.461;0;7.36;100
3809779;20140610-13:29:06.461;1;0;0
3809779;20140610-13:29:06.462;0;0;0
3809779;20140610-13:29:06.573;1;0;0
3809779;20140610-13:29:06.576;1;0;0
3809654;20140610-13:29:06.577;1;0;0
3809654;20140610-13:29:06.578;1;0;0
3809654;20140610-13:29:06.579;0;0;0
3809654;20140610-13:29:06.579;0;0;0
3809779;20140610-13:29:06.725;1;7.46;200
3809654;20140610-13:29:06.725;1;8.29;4400
3809654;20140610-13:29:06.726;1;8.27;8600
3809779;20140610-13:29:06.726;1;7.44;500
3809654;20140610-13:29:06.727;0;8.13;4500
3809654;20140610-13:29:06.729;0;8.11;2800
3809654;20140610-13:29:06.856;1;0;0
3809654;20140610-13:29:06.856;1;0;0
3809779;20140610-13:29:06.958;1;7.37;300
3809779;20140610-13:29:07.604;1;0;0
3809654;20140610-13:29:07.922;0;8.18;3500
3809654;20140610-13:29:07.923;1;8.19;18900
3809654;20140610-13:29:07.924;1;8.19;18400
3809654;20140610-13:29:07.924;1;8.19;15800
3809654;20140610-13:29:07.925;0;8.18;400
3809654;20140610-13:29:07.925;1;8.239;500
3809654;20140610-13:29:07.929;1;0;0
3809654;20140610-13:29:07.929;0;8.19;700
3809779;20140610-13:29:07.929;1;0;0
3809654;20140610-13:29:07.931;0;8.18;500
3809654;20140610-13:29:07.932;0;0;0
3809654;20140610-13:29:07.961;1;0;0
3809654;20140610-13:29:08.086;0;8.19;600
3809654;20140610-13:29:10.397;0;8.19;500
3809688;20140610-13:29:10.398;0;29.37;4600
3809654;20140610-13:29:11.674;0;8.19;3000
3809779;20140610-13:29:12.003;B;325249;89
3809654;20140610-13:29:12.013;B;2334102;337
3803947;20140610-13:29:12.024;B;324889;114
3809688;20140610-13:29:12.040;B;13229708;650
3809654;20140610-13:29:12.114;1;0;0
3809688;20140610-13:29:14.836;1;29.39;100
3809779;20140610-13:29:15.211;1;0;0
3809779;20140610-13:29:15.212;1;7.39;100
3809654;20140610-13:29:18.190;1;8.2;200
3809654;20140610-13:29:19.302;0;8.2;4100
3809654;20140610-13:29:19.304;0;8.19;500
3809654;20140610-13:29:19.474;0;0;0
3809654;20140610-13:29:19.476;1;0;0
3809654;20140610-13:29:19.478;1;0;0
3809654;20140610-13:29:19.485;0;0;0
3809654;20140610-13:29:19.628;1;8.26;4900
3809654;20140610-13:29:19.630;1;8.28;3400
3809654;20140610-13:29:19.631;0;0;0
3809654;20140610-13:29:19.631;0;8.13;3300
3809654;20140610-13:29:19.633;0;8.15;7100
3809654;20140610-13:29:19.930;1;0;0
3809688;20140610-13:29:20.059;0;0;0
3809688;20140610-13:29:20.059;0;29.36;1000
3809688;20140610-13:29:21.731;1;29.39;1800
3809688;20140610-13:29:22.051;1;0;0
3809688;20140610-13:29:22.063;1;29.4;4300
3803947;20140610-13:29:23.377;1;17.04;100
3803947;20140610-13:29:23.378;1;17.07;100
3809688;20140610-13:29:23.474;0;29.38;1000
3809688;20140610-13:29:23.488;0;29.38;1000
3803947;20140610-13:29:23.641;1;0;0
3809654;20140610-13:29:24.022;0;8.16;2000
3809688;20140610-13:29:24.117;1;0;0
3803947;20140610-13:29:24.155;1;0;0
3803947;20140610-13:29:24.506;1;0;0
3803947;20140610-13:29:24.555;0;17;100
3809779;20140610-13:29:24.687;0;7.36;100
3809654;20140610-13:29:25.449;1;8.21;100
3809688;20140610-13:29:26.346;1;29.39;100
3809688;20140610-13:29:26.360;1;29.39;100
3809688;20140610-13:29:26.613;0;29.38;300
3809688;20140610-13:29:27.202;0;29.38;400
3803947;20140610-13:29:27.205;0;17.03;100
3803947;20140610-13:29:28.361;0;0;0
3809654;20140610-13:29:29.716;1;8.19;11900
3809654;20140610-13:29:29.718;1;8.36;500
3809779;20140610-13:29:29.718;0;0;0
3809654;20140610-13:29:29.718;0;0;0
3809654;20140610-13:29:29.718;1;8.2;500
3809654;20140610-13:29:29.718;0;8.16;500
3809779;20140610-13:29:29.719;1;7.37;3200
3809654;20140610-13:29:29.720;0;8.18;400
3809654;20140610-13:29:29.723;0;8.18;300
3803947;20140610-13:29:29.728;1;0;0
3809654;20140610-13:29:29.730;1;8.18;7500
3803947;20140610-13:29:29.738;1;17.12;800
3809654;20140610-13:29:29.761;0;0;0
3809654;20140610-13:29:29.874;0;0;0
3809654;20140610-13:29:29.875;1;0;0
3809654;20140610-13:29:29.876;1;0;0
3809654;20140610-13:29:29.877;0;0;0
3809688;20140610-13:29:29.998;0;29.38;300
3809779;20140610-13:29:30.000;1;7.37;200
3809654;20140610-13:29:30.022;1;8.27;4700
3809654;20140610-13:29:30.024;1;8.29;4100
3809654;20140610-13:29:30.026;0;8.11;4100
3809654;20140610-13:29:30.029;0;8.13;4300
3803947;20140610-13:29:30.155;0;0;0
3809654;20140610-13:29:31.551;1;8.19;500
3809654;20140610-13:29:33.535;1;8.19;10900
3809654;20140610-13:29:36.096;0;8.07;3000
3809688;20140610-13:29:37.557;1;29.39;1700
3809654;20140610-13:29:37.568;1;0;0
3809688;20140610-13:29:37.881;1;0;0
3809688;20140610-13:29:37.882;0;0;0
3809688;20140610-13:29:37.882;1;0;0
3809688;20140610-13:29:37.882;1;0;0
3809688;20140610-13:29:37.889;1;29.48;300
3809688;20140610-13:29:37.909;0;29.38;700
3809688;20140610-13:29:37.921;0;0;0
3809688;20140610-13:29:37.932;0;29.35;800
3809688;20140610-13:29:38.082;0;29.35;2000
3809688;20140610-13:29:38.082;1;29.48;2000
3809688;20140610-13:29:38.283;1;29.5;2000
3809654;20140610-13:29:38.555;1;0;0
3809654;20140610-13:29:38.556;1;8.22;100
3809688;20140610-13:29:39.926;1;0;0
3809688;20140610-13:29:39.930;0;29.39;1500
3809688;20140610-13:29:39.935;1;29.39;1000
3809688;20140610-13:29:39.952;0;29.36;2000
3809688;20140610-13:29:39.952;0;29.38;100
3809688;20140610-13:29:39.955;0;29.37;100
3809688;20140610-13:29:39.957;0;0;0
3809688;20140610-13:29:39.967;0;29.36;100
3809688;20140610-13:29:39.972;0;29.35;100
3809688;20140610-13:29:39.974;0;29.36;800
3809654;20140610-13:29:40.062;1;8.18;6500
3809654;20140610-13:29:40.067;1;8.2;900
3809688;20140610-13:29:40.127;1;29.49;2000
3809688;20140610-13:29:40.184;0;29.37;1000
3809654;20140610-13:29:40.909;0;8.18;200
3809654;20140610-13:29:41.094;1;8.2;200
3809688;20140610-13:29:41.729;1;29.39;800
3809688;20140610-13:29:42.197;B;13264976;655
3809654;20140610-13:29:42.198;B;2429958;346
3809654;20140610-13:29:42.608;1;8.3;5000
3809688;20140610-13:29:43.690;0;29.29;6000
3809688;20140610-13:29:43.697;1;29.48;3400
3809688;20140610-13:29:43.701;1;0;0
3809688;20140610-13:29:44.370;1;29.39;700
3809688;20140610-13:29:45.311;1;29.39;400
3809688;20140610-13:29:45.313;1;0;0
3809688;20140610-13:29:45.313;1;29.39;5000
3809688;20140610-13:29:45.314;0;29.38;300
3809688;20140610-13:29:45.323;0;29.38;400
3803947;20140610-13:29:45.325;0;17.03;100
3803947;20140610-13:29:45.326;1;0;0
3809654;20140610-13:29:45.329;0;8.18;100
3809688;20140610-13:29:45.331;0;0;0
3809688;20140610-13:29:45.337;0;29.38;100
3809688;20140610-13:29:45.350;1;29.477;100
3803947;20140610-13:29:45.472;0;0;0
3809688;20140610-13:29:45.507;1;29.39;200
3809688;20140610-13:29:45.517;0;0;0
3803947;20140610-13:29:45.518;0;17.04;100
3803947;20140610-13:29:45.530;0;17.04;100
3803947;20140610-13:29:45.532;0;17.04;100
3803947;20140610-13:29:45.535;0;16.98;400
3805660;20140610-13:29:45.822;0;2.486;10000
3805660;20140610-13:29:45.823;0;2.486;100
